DocType: Item Attribute Value,"This will be appended to the Item Code of the variant. For example, if your abbreviation is ""SM"", and the item code is ""T-SHIRT"", the item code of the variant will be ""T-SHIRT-SM""","Esto se añade al Código del Artículo de la variante. Por ejemplo, si su abreviatura es ""SM"", y el código del artículo es ""CAMISETA"", el código de artículo de la variante será ""CAMISETA-SM"""
DocType: Workstation,Wages,Salario
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +197,Outstanding for {0} cannot be less than zero ({1}),Sobresaliente para {0} no puede ser menor que cero ({1} )
DocType: Appraisal Goal,Appraisal Goal,Evaluación Meta
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +47,Stock balance in Batch {0} will become negative {1} for Item {2} at Warehouse {3},Balance de Inventario en Lote {0} se convertirá en negativa {1} para la partida {2} en Almacén {3}
DocType: Manufacturing Settings,Allow Production on Holidays,Permitir Producción en Vacaciones
DocType: Purchase Invoice,Terms,Términos
apps/erpnext/erpnext/stock/report/supplier_wise_sales_analytics/supplier_wise_sales_analytics.py +50,Supplier(s),Proveedor (s)
DocType: Serial No,Serial No Details,Serial No Detalles
DocType: Selling Settings,Allow user to edit Price List Rate in transactions,Permitir al usuario editar Precio de Lista  en las transacciones
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +286,Serial Nos Required for Serialized Item {0},Serie n Necesario para artículo serializado {0}
DocType: Item,"Show ""In Stock"" or ""Not in Stock"" based on stock available in this warehouse.","Mostrar ""en la acción "" o "" No disponible "", basada en stock disponible en este almacén."
DocType: Employee,Place of Issue,Lugar de emisión
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +263,Purchase Order {0} is not submitted,La órden de compra {0} no existe
apps/erpnext/erpnext/controllers/accounts_controller.py +376,Account {0} is invalid. Account Currency must be {1},La Cuenta {0} no es válida. La Moneda de la Cuenta debe de ser {1}
DocType: Item,"If this item has variants, then it cannot be selected in sales orders etc.","Si este artículo tiene variantes, entonces no podrá ser seleccionado en los pedidos de venta, etc."
DocType: Sales Invoice,Sales Team1,Team1 Ventas
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +583,Stock Entry {0} is not submitted,Entrada de la {0} no se presenta
apps/erpnext/erpnext/config/support.py +12,Support queries from customers.,Consultas de soporte de clientes .
apps/erpnext/erpnext/config/selling.py +13,Quotes to Leads or Customers.,Cotizaciones a Oportunidades o Clientes
apps/erpnext/erpnext/stock/report/supplier_wise_sales_analytics/supplier_wise_sales_analytics.py +47,Consumed Amount,Cantidad Consumida
apps/erpnext/erpnext/stock/doctype/item/item.py +507,Item Tax Row {0} must have account of type Tax or Income or Expense or Chargeable,"Campo de impuesto del producto {0} debe tener un tipo de cuenta de impuestos, ingresos, cargos o gastos"
DocType: Purchase Order Item,Supplier Part Number,Número de pieza del proveedor
apps/erpnext/erpnext/stock/report/itemwise_recommended_reorder_level/itemwise_recommended_reorder_level.py +18,'From Date' must be after 'To Date','Desde fecha' debe ser después de 'Hasta Fecha'
apps/erpnext/erpnext/accounts/doctype/account/account.py +135,Account with child nodes cannot be converted to ledger,Cuenta con nodos hijos no se puede convertir a cuentas del libro mayor
,Serial No Service Contract Expiry,Número de orden de servicio Contrato de caducidad
apps/erpnext/erpnext/controllers/buying_controller.py +200,Supplier Warehouse mandatory for sub-contracted Purchase Receipt,Almacén de Proveedor es necesario para recibos de compras sub contratadas
DocType: Employee Education,School/University,Escuela / Universidad
apps/erpnext/erpnext/stock/get_item_details.py +167,Item {0} must be a Sub-contracted Item,El elemento {0} debe ser un producto sub-contratado
DocType: Supplier,Is Frozen,Está Inactivo
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +191,Serial No {0} is under warranty upto {1},Número de orden {0} está en garantía hasta {1}
apps/erpnext/erpnext/config/manufacturing.py +84,Global settings for all manufacturing processes.,Configuración global para todos los procesos de fabricación.
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +204,Actual type tax cannot be included in Item rate in row {0},"El tipo de impuesto actual, no puede ser incluido en el precio del producto de la linea {0}"
DocType: Stock Settings,Role Allowed to edit frozen stock,Función Permitida para editar Inventario Congelado
DocType: Pricing Rule,"Higher the number, higher the priority","Mayor es el número, mayor es la prioridad"
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +84,Stock cannot exist for Item {0} since has variants,Inventario no puede existir para el punto {0} ya tiene variantes
DocType: Leave Control Panel,Carry Forward,Cargar
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +212,Account {0} is frozen,Cuenta {0} está congelada
DocType: Asset Maintenance Log,Periodicity,Periodicidad
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +333,Raw Materials cannot be blank.,Materias primas no pueden estar en blanco.
apps/erpnext/erpnext/hr/doctype/employee/employee.py +135,Date Of Retirement must be greater than Date of Joining,Fecha de la jubilación debe ser mayor que Fecha de acceso
,Employee Leave Balance,Balance de Vacaciones del Empleado
DocType: Sales Person,Sales Person Name,Nombre del Vendedor
DocType: Territory,Classification of Customers by region,Clasificación de los clientes por región
DocType: Purchase Invoice,Grand Total (Company Currency),Suma total (Moneda Local)
DocType: Purchase Invoice Item,Quantity and Rate,Cantidad y Cambio
apps/erpnext/erpnext/stock/report/batch_wise_balance_history/batch_wise_balance_history.py +37,Balance Qty,Can. en balance
DocType: BOM,Materials Required (Exploded),Materiales necesarios ( despiece )
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +144,Source of Funds (Liabilities),Fuente de los fondos ( Pasivo )
DocType: BOM,Exploded_items,Vista detallada
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +235,Sales Invoice {0} must be cancelled before cancelling this Sales Order,Factura {0} debe ser cancelado antes de cancelar esta Orden Ventas
DocType: GL Entry,Is Opening,Es apertura
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py +74,Warehouse {0} does not exist,Almacén {0} no existe
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +161,{0} is not a stock Item,{0} no es un producto de stock
apps/erpnext/erpnext/controllers/accounts_controller.py +180,Due Date is mandatory,La fecha de vencimiento es obligatorio
,Sales Person-wise Transaction Summary,Resumen de Transacción por Vendedor
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py +92,Reorder Qty,Reordenar Cantidad
DocType: BOM,Rate Of Materials Based On,Cambio de materiales basados en
DocType: Landed Cost Voucher,Purchase Receipt Items,Artículos de Recibo de Compra
apps/erpnext/erpnext/stock/report/batch_wise_balance_history/batch_wise_balance_history.py +37,Out Qty,Salir Cant.
DocType: Sales Team,Contribution (%),Contribución (%)
DocType: Cost Center,Cost Center Name,Nombre Centro de Costo
DocType: Stock Entry Detail,Material Request used to make this Stock Entry,Solicitud de Material utilizado para hacer esta Entrada de Inventario
DocType: Fiscal Year,Year End Date,Año de Finalización
DocType: Purchase Invoice,Supplier Invoice Date,Fecha de la Factura de Proveedor
apps/erpnext/erpnext/setup/doctype/item_group/item_group.js +71,This is a root item group and cannot be edited.,Se trata de un grupo de elementos raíz y no se puede editar .
apps/erpnext/erpnext/controllers/buying_controller.py +719,Specified BOM {0} does not exist for Item {1},Solicitud de Materiales especificado {0} no existe la partida {1}
apps/erpnext/erpnext/hr/doctype/appraisal_template/appraisal_template.py +21,Sum of points for all goals should be 100. It is {0},Suma de puntos para todas las metas debe ser 100. Es {0}
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +323,There are more holidays than working days this month.,Hay más vacaciones que días de trabajo este mes.
DocType: Packing Slip,Gross Weight UOM,Peso Bruto de la Unidad de Medida
,Territory Target Variance Item Group-Wise,Variación de Grupo por Territorio Objetivo
DocType: BOM,Item to be manufactured or repacked,Artículo a fabricar o embalados de nuevo
DocType: Purchase Order,Supply Raw Materials,Suministro de Materias Primas
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py +51,Warehouse can not be deleted as stock ledger entry exists for this warehouse.,Almacén no se puede suprimir porque hay una entrada en registro de inventario para este almacén.
apps/erpnext/erpnext/manufacturing/doctype/bom_update_tool/bom_update_tool.py +39,Current BOM and New BOM can not be same,Solicitud de Materiales actual y Nueva Solicitud de Materiales no pueden ser iguales
DocType: Account,Stock,Existencias
apps/erpnext/erpnext/selling/report/sales_person_commission_summary/sales_person_commission_summary.py +75,Contribution %,Contribución %
DocType: Stock Entry,Repack,Vuelva a embalar
,Support Analytics,Analitico de Soporte
DocType: Item,Average time taken by the supplier to deliver,Tiempo estimado por el proveedor para la recepción
DocType: Pricing Rule,Apply On,Aplique En
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +400,{0} against Sales Order {1},{0} contra orden de venta {1}
DocType: Work Order,Manufactured Qty,Cantidad Fabricada
apps/erpnext/erpnext/config/manufacturing.py +38,Bill of Materials (BOM),Lista de Materiales (LdM)
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.js +27,General Ledger,Libro Mayor
apps/erpnext/erpnext/selling/doctype/installation_note/installation_note.py +42,Serial No is mandatory for Item {0},No de serie es obligatoria para el elemento {0}
apps/erpnext/erpnext/crm/doctype/opportunity/opportunity_list.js +13,Set as Open,Establecer como abierto
apps/erpnext/erpnext/templates/form_grid/material_request_grid.html +7,Required On,Requerido Por
apps/erpnext/erpnext/config/projects.py +36,Gantt chart of all tasks.,Diagrama de Gantt de todas las tareas .
DocType: Purchase Order Item,Material Request Item,Elemento de la Solicitud de Material
apps/erpnext/erpnext/stock/doctype/material_request/material_request.py +57,Material Request of maximum {0} can be made for Item {1} against Sales Order {2},Solicitud de Materiales de máxima {0} se puede hacer para el punto {1} en contra de órdenes de venta {2}
DocType: Delivery Note,Required only for sample item.,Sólo es necesario para el artículo de muestra .
DocType: Email Digest,Add/Remove Recipients,Añadir / Quitar Destinatarios
,Requested,Requerido
DocType: Shipping Rule,Shipping Rule Conditions,Regla envío Condiciones
apps/erpnext/erpnext/selling/report/sales_person_commission_summary/sales_person_commission_summary.py +87,Contribution Amount,Contribución Monto
DocType: Work Order,Item To Manufacture,Artículo Para Fabricación
DocType: Notification Control,Quotation Message,Cotización Mensaje
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +33,Stock Assets,Activos de Inventario
DocType: Sales Invoice,Rate at which Customer Currency is converted to customer's base currency,Tasa a la cual la Moneda del Cliente se convierte a la moneda base del cliente
apps/erpnext/erpnext/config/buying.py +76,Tax template for buying transactions.,Plantilla de impuestos para las transacciones de compra.
DocType: Purchase Invoice,Taxes and Charges Deducted (Company Currency),Impuestos y Gastos Deducidos (Moneda Local)
DocType: Stock Reconciliation Item,Stock Reconciliation Item,Articulo de Reconciliación de Inventario
apps/erpnext/erpnext/accounts/doctype/account/account.py +57,Account {0}: Parent account {1} does not belong to company: {2},Cuenta {0}: Cuenta Padre {1} no pertenece a la compañía: {2}
DocType: Serial No,Purchase / Manufacture Details,Detalles de Compra / Fábricas
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +440,Debit To account must be a Receivable account,La cuenta para Débito debe ser una cuenta por cobrar
DocType: Warehouse,Warehouse Detail,Detalle de almacenes
DocType: Stock Settings,Raise Material Request when stock reaches re-order level,Enviar solicitud de materiales cuando se alcance un nivel bajo el stock
DocType: Maintenance Schedule Detail,Maintenance Schedule Detail,Detalle de Calendario de Mantenimiento
DocType: POS Item Group,Item Group,Grupo de artículos
apps/erpnext/erpnext/config/selling.py +332,Point-of-Sale,Punto de venta
DocType: Purchase Invoice Item,Rejected Serial No,Rechazado Serie No
apps/erpnext/erpnext/stock/report/bom_search/bom_search.js +38,Search Sub Assemblies,Asambleas Buscar Sub
DocType: Item,Supplier Items,Artículos del Proveedor
DocType: Opportunity,Contact Mobile No,No Móvil del Contacto
DocType: Bank Statement Transaction Invoice Item,Invoice Date,Fecha de la factura
